timestamp,air_temperature_C,air_humidity_pct,vpd_kpa,algorithm_version,scenario_id
2026-05-01T00:00:00Z,18.87,65.88,0.744,v1_fao_air_temp_rh,1
2026-05-01T00:01:00Z,18.96,65.81,0.749,v1_fao_air_temp_rh,1
2026-05-01T00:02:00Z,19.02,66.08,0.746,v1_fao_air_temp_rh,1
2026-05-01T00:03:00Z,18.91,65.93,0.744,v1_fao_air_temp_rh,1
2026-05-01T00:04:00Z,19.06,65.83,0.754,v1_fao_air_temp_rh,1
2026-05-01T00:05:00Z,19.0,64.94,0.771,v1_fao_air_temp_rh,1
2026-05-01T00:06:00Z,19.02,65.15,0.767,v1_fao_air_temp_rh,1
2026-05-01T00:07:00Z,18.92,66.57,0.731,v1_fao_air_temp_rh,1
2026-05-01T00:08:00Z,18.79,65.5,0.748,v1_fao_air_temp_rh,1
2026-05-01T00:09:00Z,19.04,66.99,0.727,v1_fao_air_temp_rh,1
2026-05-01T00:10:00Z,19.07,64.99,0.773,v1_fao_air_temp_rh,1
2026-05-01T00:11:00Z,19.01,67.62,0.712,v1_fao_air_temp_rh,1
2026-05-01T00:12:00Z,19.07,65.6,0.759,v1_fao_air_temp_rh,1
2026-05-01T00:13:00Z,18.57,65.24,0.744,v1_fao_air_temp_rh,1
2026-05-01T00:14:00Z,18.95,65.28,0.761,v1_fao_air_temp_rh,1
2026-05-01T00:15:00Z,18.88,66.99,0.72,v1_fao_air_temp_rh,1
2026-05-01T00:16:00Z,19.0,65.61,0.756,v1_fao_air_temp_rh,1
2026-05-01T00:17:00Z,18.82,65.73,0.745,v1_fao_air_temp_rh,1
2026-05-01T00:18:00Z,19.06,65.99,0.75,v1_fao_air_temp_rh,1
2026-05-01T00:19:00Z,19.22,64.81,0.784,v1_fao_air_temp_rh,1
2026-05-01T00:20:00Z,18.68,66.12,0.73,v1_fao_air_temp_rh,1
2026-05-01T00:21:00Z,18.62,65.71,0.736,v1_fao_air_temp_rh,1
2026-05-01T00:22:00Z,19.0,66.33,0.74,v1_fao_air_temp_rh,1
2026-05-01T00:23:00Z,19.13,66.41,0.744,v1_fao_air_temp_rh,1
2026-05-01T00:24:00Z,18.93,66.34,0.736,v1_fao_air_temp_rh,1
2026-05-01T00:25:00Z,18.95,65.55,0.755,v1_fao_air_temp_rh,1
2026-05-01T00:26:00Z,18.87,64.94,0.764,v1_fao_air_temp_rh,1
2026-05-01T00:27:00Z,19.0,65.57,0.756,v1_fao_air_temp_rh,1
2026-05-01T00:28:00Z,18.91,67.56,0.709,v1_fao_air_temp_rh,1
2026-05-01T00:29:00Z,19.25,65.96,0.76,v1_fao_air_temp_rh,1
2026-05-01T00:30:00Z,18.79,66.01,0.737,v1_fao_air_temp_rh,1
2026-05-01T00:31:00Z,18.73,66.17,0.731,v1_fao_air_temp_rh,1
2026-05-01T00:32:00Z,19.0,66.45,0.737,v1_fao_air_temp_rh,1
2026-05-01T00:33:00Z,19.13,66.28,0.747,v1_fao_air_temp_rh,1
2026-05-01T00:34:00Z,18.69,65.37,0.746,v1_fao_air_temp_rh,1
2026-05-01T00:35:00Z,18.71,65.41,0.746,v1_fao_air_temp_rh,1
2026-05-01T00:36:00Z,18.99,67.02,0.725,v1_fao_air_temp_rh,1
2026-05-01T00:37:00Z,18.79,67.02,0.715,v1_fao_air_temp_rh,1
2026-05-01T00:38:00Z,18.88,67.57,0.707,v1_fao_air_temp_rh,1
2026-05-01T00:39:00Z,19.06,65.0,0.772,v1_fao_air_temp_rh,1
2026-05-01T00:40:00Z,18.7,64.52,0.765,v1_fao_air_temp_rh,1
2026-05-01T00:41:00Z,18.88,66.88,0.722,v1_fao_air_temp_rh,1
2026-05-01T00:42:00Z,18.53,66.04,0.725,v1_fao_air_temp_rh,1
2026-05-01T00:43:00Z,19.23,65.96,0.759,v1_fao_air_temp_rh,1
2026-05-01T00:44:00Z,18.9,65.97,0.743,v1_fao_air_temp_rh,1
2026-05-01T00:45:00Z,19.04,65.13,0.768,v1_fao_air_temp_rh,1
2026-05-01T00:46:00Z,18.92,66.25,0.738,v1_fao_air_temp_rh,1
2026-05-01T00:47:00Z,19.16,67.25,0.727,v1_fao_air_temp_rh,1
2026-05-01T00:48:00Z,18.94,65.59,0.754,v1_fao_air_temp_rh,1
2026-05-01T00:49:00Z,18.78,66.06,0.736,v1_fao_air_temp_rh,1
2026-05-01T00:50:00Z,19.07,65.79,0.755,v1_fao_air_temp_rh,1
2026-05-01T00:51:00Z,19.08,66.37,0.742,v1_fao_air_temp_rh,1
2026-05-01T00:52:00Z,18.75,66.5,0.725,v1_fao_air_temp_rh,1
2026-05-01T00:53:00Z,18.92,64.85,0.768,v1_fao_air_temp_rh,1
2026-05-01T00:54:00Z,18.79,67.14,0.713,v1_fao_air_temp_rh,1
2026-05-01T00:55:00Z,18.81,66.22,0.733,v1_fao_air_temp_rh,1
2026-05-01T00:56:00Z,18.86,66.72,0.725,v1_fao_air_temp_rh,1
2026-05-01T00:57:00Z,18.82,65.23,0.756,v1_fao_air_temp_rh,1
2026-05-01T00:58:00Z,18.97,65.46,0.757,v1_fao_air_temp_rh,1
2026-05-01T00:59:00Z,19.06,64.81,0.776,v1_fao_air_temp_rh,1
2026-05-01T01:00:00Z,18.98,65.64,0.754,v1_fao_air_temp_rh,1
2026-05-01T01:01:00Z,18.8,65.88,0.741,v1_fao_air_temp_rh,1
2026-05-01T01:02:00Z,19.09,66.31,0.744,v1_fao_air_temp_rh,1
2026-05-01T01:03:00Z,18.94,67.21,0.718,v1_fao_air_temp_rh,1
2026-05-01T01:04:00Z,19.14,65.24,0.77,v1_fao_air_temp_rh,1
2026-05-01T01:05:00Z,19.18,65.15,0.775,v1_fao_air_temp_rh,1
2026-05-01T01:06:00Z,18.97,64.99,0.768,v1_fao_air_temp_rh,1
2026-05-01T01:07:00Z,18.93,66.44,0.734,v1_fao_air_temp_rh,1
2026-05-01T01:08:00Z,18.93,65.58,0.753,v1_fao_air_temp_rh,1
2026-05-01T01:09:00Z,18.61,66.55,0.717,v1_fao_air_temp_rh,1
2026-05-01T01:10:00Z,19.22,64.43,0.792,v1_fao_air_temp_rh,1
2026-05-01T01:11:00Z,18.98,66.29,0.74,v1_fao_air_temp_rh,1
2026-05-01T01:12:00Z,18.86,66.04,0.74,v1_fao_air_temp_rh,1
2026-05-01T01:13:00Z,18.77,66.36,0.729,v1_fao_air_temp_rh,1
2026-05-01T01:14:00Z,19.12,66.01,0.753,v1_fao_air_temp_rh,1
2026-05-01T01:15:00Z,18.96,64.47,0.779,v1_fao_air_temp_rh,1
2026-05-01T01:16:00Z,18.79,64.83,0.763,v1_fao_air_temp_rh,1
2026-05-01T01:17:00Z,18.85,65.58,0.749,v1_fao_air_temp_rh,1
2026-05-01T01:18:00Z,18.96,65.43,0.758,v1_fao_air_temp_rh,1
2026-05-01T01:19:00Z,19.14,65.58,0.763,v1_fao_air_temp_rh,1
2026-05-01T01:20:00Z,19.21,66.48,0.747,v1_fao_air_temp_rh,1
2026-05-01T01:21:00Z,18.81,66.05,0.737,v1_fao_air_temp_rh,1
2026-05-01T01:22:00Z,18.92,65.02,0.765,v1_fao_air_temp_rh,1
2026-05-01T01:23:00Z,18.77,65.55,0.746,v1_fao_air_temp_rh,1
2026-05-01T01:24:00Z,19.01,65.47,0.759,v1_fao_air_temp_rh,1
2026-05-01T01:25:00Z,18.94,65.84,0.748,v1_fao_air_temp_rh,1
2026-05-01T01:26:00Z,18.78,66.94,0.716,v1_fao_air_temp_rh,1
2026-05-01T01:27:00Z,18.88,64.78,0.768,v1_fao_air_temp_rh,1
2026-05-01T01:28:00Z,18.93,65.15,0.762,v1_fao_air_temp_rh,1
2026-05-01T01:29:00Z,18.98,65.07,0.766,v1_fao_air_temp_rh,1
2026-05-01T01:30:00Z,19.02,66.03,0.747,v1_fao_air_temp_rh,1
2026-05-01T01:31:00Z,18.7,65.8,0.737,v1_fao_air_temp_rh,1
2026-05-01T01:32:00Z,19.03,66.15,0.745,v1_fao_air_temp_rh,1
2026-05-01T01:33:00Z,19.21,65.53,0.768,v1_fao_air_temp_rh,1
2026-05-01T01:34:00Z,19.16,65.01,0.776,v1_fao_air_temp_rh,1
2026-05-01T01:35:00Z,19.07,65.02,0.772,v1_fao_air_temp_rh,1
2026-05-01T01:36:00Z,19.09,65.64,0.759,v1_fao_air_temp_rh,1
2026-05-01T01:37:00Z,18.8,65.54,0.748,v1_fao_air_temp_rh,1
2026-05-01T01:38:00Z,18.97,63.94,0.791,v1_fao_air_temp_rh,1
2026-05-01T01:39:00Z,19.03,65.88,0.751,v1_fao_air_temp_rh,1
2026-05-01T01:40:00Z,19.04,66.71,0.733,v1_fao_air_temp_rh,1
2026-05-01T01:41:00Z,18.78,64.23,0.775,v1_fao_air_temp_rh,1
2026-05-01T01:42:00Z,19.04,65.37,0.763,v1_fao_air_temp_rh,1
2026-05-01T01:43:00Z,18.99,65.95,0.748,v1_fao_air_temp_rh,1
2026-05-01T01:44:00Z,18.94,65.61,0.753,v1_fao_air_temp_rh,1
2026-05-01T01:45:00Z,19.4,66.56,0.753,v1_fao_air_temp_rh,1
2026-05-01T01:46:00Z,19.31,65.87,0.764,v1_fao_air_temp_rh,1
2026-05-01T01:47:00Z,18.8,65.06,0.758,v1_fao_air_temp_rh,1
2026-05-01T01:48:00Z,18.85,64.35,0.776,v1_fao_air_temp_rh,1
2026-05-01T01:49:00Z,18.87,65.73,0.747,v1_fao_air_temp_rh,1
2026-05-01T01:50:00Z,19.29,65.47,0.772,v1_fao_air_temp_rh,1
2026-05-01T01:51:00Z,19.04,64.56,0.781,v1_fao_air_temp_rh,1
2026-05-01T01:52:00Z,18.77,65.94,0.738,v1_fao_air_temp_rh,1
2026-05-01T01:53:00Z,19.16,66.27,0.748,v1_fao_air_temp_rh,1
2026-05-01T01:54:00Z,19.14,64.8,0.78,v1_fao_air_temp_rh,1
2026-05-01T01:55:00Z,19.17,65.44,0.767,v1_fao_air_temp_rh,1
2026-05-01T01:56:00Z,19.3,64.54,0.794,v1_fao_air_temp_rh,1
2026-05-01T01:57:00Z,18.71,65.43,0.746,v1_fao_air_temp_rh,1
2026-05-01T01:58:00Z,18.88,65.33,0.756,v1_fao_air_temp_rh,1
2026-05-01T01:59:00Z,19.15,66.48,0.744,v1_fao_air_temp_rh,1
2026-05-01T02:00:00Z,19.11,64.82,0.778,v1_fao_air_temp_rh,1
2026-05-01T02:01:00Z,19.26,65.65,0.767,v1_fao_air_temp_rh,1
2026-05-01T02:02:00Z,18.86,65.32,0.755,v1_fao_air_temp_rh,1
2026-05-01T02:03:00Z,18.59,65.79,0.733,v1_fao_air_temp_rh,1
2026-05-01T02:04:00Z,19.27,64.32,0.797,v1_fao_air_temp_rh,1
2026-05-01T02:05:00Z,19.09,65.28,0.767,v1_fao_air_temp_rh,1
2026-05-01T02:06:00Z,19.27,65.99,0.76,v1_fao_air_temp_rh,1
2026-05-01T02:07:00Z,19.2,66.08,0.755,v1_fao_air_temp_rh,1
2026-05-01T02:08:00Z,19.09,66.94,0.731,v1_fao_air_temp_rh,1
2026-05-01T02:09:00Z,19.39,65.46,0.778,v1_fao_air_temp_rh,1
2026-05-01T02:10:00Z,18.94,66.14,0.741,v1_fao_air_temp_rh,1
2026-05-01T02:11:00Z,18.94,65.42,0.757,v1_fao_air_temp_rh,1
2026-05-01T02:12:00Z,18.96,64.29,0.783,v1_fao_air_temp_rh,1
2026-05-01T02:13:00Z,19.01,66.57,0.735,v1_fao_air_temp_rh,1
2026-05-01T02:14:00Z,18.96,64.33,0.782,v1_fao_air_temp_rh,1
2026-05-01T02:15:00Z,18.99,64.85,0.772,v1_fao_air_temp_rh,1
2026-05-01T02:16:00Z,19.0,66.43,0.738,v1_fao_air_temp_rh,1
2026-05-01T02:17:00Z,18.7,65.01,0.755,v1_fao_air_temp_rh,1
2026-05-01T02:18:00Z,19.2,64.21,0.796,v1_fao_air_temp_rh,1
2026-05-01T02:19:00Z,19.32,65.36,0.776,v1_fao_air_temp_rh,1
2026-05-01T02:20:00Z,19.29,63.78,0.81,v1_fao_air_temp_rh,1
2026-05-01T02:21:00Z,19.11,65.52,0.763,v1_fao_air_temp_rh,1
2026-05-01T02:22:00Z,19.38,66.56,0.753,v1_fao_air_temp_rh,1
2026-05-01T02:23:00Z,18.97,64.23,0.784,v1_fao_air_temp_rh,1
2026-05-01T02:24:00Z,19.04,65.4,0.762,v1_fao_air_temp_rh,1
2026-05-01T02:25:00Z,19.45,64.8,0.795,v1_fao_air_temp_rh,1
2026-05-01T02:26:00Z,19.0,65.76,0.752,v1_fao_air_temp_rh,1
2026-05-01T02:27:00Z,18.98,64.35,0.783,v1_fao_air_temp_rh,1
2026-05-01T02:28:00Z,19.28,65.84,0.764,v1_fao_air_temp_rh,1
2026-05-01T02:29:00Z,19.23,64.73,0.786,v1_fao_air_temp_rh,1
2026-05-01T02:30:00Z,19.13,65.61,0.762,v1_fao_air_temp_rh,1
2026-05-01T02:31:00Z,19.16,65.37,0.769,v1_fao_air_temp_rh,1
2026-05-01T02:32:00Z,19.17,64.33,0.792,v1_fao_air_temp_rh,1
2026-05-01T02:33:00Z,19.2,65.09,0.777,v1_fao_air_temp_rh,1
2026-05-01T02:34:00Z,19.2,64.98,0.779,v1_fao_air_temp_rh,1
2026-05-01T02:35:00Z,18.99,64.46,0.78,v1_fao_air_temp_rh,1
2026-05-01T02:36:00Z,19.08,64.91,0.775,v1_fao_air_temp_rh,1
2026-05-01T02:37:00Z,19.13,64.62,0.784,v1_fao_air_temp_rh,1
2026-05-01T02:38:00Z,19.08,65.24,0.768,v1_fao_air_temp_rh,1
2026-05-01T02:39:00Z,19.21,64.95,0.78,v1_fao_air_temp_rh,1
2026-05-01T02:40:00Z,18.96,64.6,0.776,v1_fao_air_temp_rh,1
2026-05-01T02:41:00Z,19.16,63.64,0.807,v1_fao_air_temp_rh,1
2026-05-01T02:42:00Z,19.05,64.81,0.776,v1_fao_air_temp_rh,1
2026-05-01T02:43:00Z,18.87,64.46,0.775,v1_fao_air_temp_rh,1
2026-05-01T02:44:00Z,19.14,64.89,0.778,v1_fao_air_temp_rh,1
2026-05-01T02:45:00Z,19.13,64.43,0.788,v1_fao_air_temp_rh,1
2026-05-01T02:46:00Z,19.1,65.22,0.769,v1_fao_air_temp_rh,1
2026-05-01T02:47:00Z,19.04,65.29,0.764,v1_fao_air_temp_rh,1
2026-05-01T02:48:00Z,19.23,65.09,0.778,v1_fao_air_temp_rh,1
2026-05-01T02:49:00Z,19.08,64.27,0.789,v1_fao_air_temp_rh,1
2026-05-01T02:50:00Z,19.06,65.19,0.768,v1_fao_air_temp_rh,1
2026-05-01T02:51:00Z,19.0,65.52,0.758,v1_fao_air_temp_rh,1
2026-05-01T02:52:00Z,19.19,65.55,0.766,v1_fao_air_temp_rh,1
2026-05-01T02:53:00Z,19.14,64.12,0.795,v1_fao_air_temp_rh,1
2026-05-01T02:54:00Z,19.15,64.2,0.794,v1_fao_air_temp_rh,1
2026-05-01T02:55:00Z,18.95,64.0,0.789,v1_fao_air_temp_rh,1
2026-05-01T02:56:00Z,19.02,64.43,0.783,v1_fao_air_temp_rh,1
2026-05-01T02:57:00Z,19.32,65.59,0.771,v1_fao_air_temp_rh,1
2026-05-01T02:58:00Z,19.17,63.57,0.809,v1_fao_air_temp_rh,1
2026-05-01T02:59:00Z,18.98,64.13,0.787,v1_fao_air_temp_rh,1
2026-05-01T03:00:00Z,19.23,63.65,0.81,v1_fao_air_temp_rh,1
2026-05-01T03:01:00Z,18.97,63.83,0.793,v1_fao_air_temp_rh,1
2026-05-01T03:02:00Z,19.18,65.33,0.77,v1_fao_air_temp_rh,1
2026-05-01T03:03:00Z,19.55,65.25,0.79,v1_fao_air_temp_rh,1
2026-05-01T03:04:00Z,19.04,64.74,0.776,v1_fao_air_temp_rh,1
2026-05-01T03:05:00Z,19.34,63.82,0.812,v1_fao_air_temp_rh,1
2026-05-01T03:06:00Z,19.13,64.74,0.781,v1_fao_air_temp_rh,1
2026-05-01T03:07:00Z,19.34,65.31,0.779,v1_fao_air_temp_rh,1
2026-05-01T03:08:00Z,19.31,63.75,0.812,v1_fao_air_temp_rh,1
2026-05-01T03:09:00Z,19.21,63.71,0.808,v1_fao_air_temp_rh,1
2026-05-01T03:10:00Z,19.36,65.21,0.782,v1_fao_air_temp_rh,1
2026-05-01T03:11:00Z,19.4,64.46,0.801,v1_fao_air_temp_rh,1
2026-05-01T03:12:00Z,19.4,63.67,0.819,v1_fao_air_temp_rh,1
2026-05-01T03:13:00Z,19.16,65.17,0.773,v1_fao_air_temp_rh,1
2026-05-01T03:14:00Z,19.29,65.03,0.782,v1_fao_air_temp_rh,1
2026-05-01T03:15:00Z,19.28,64.27,0.799,v1_fao_air_temp_rh,1
2026-05-01T03:16:00Z,19.11,64.9,0.776,v1_fao_air_temp_rh,1
2026-05-01T03:17:00Z,19.28,63.85,0.808,v1_fao_air_temp_rh,1
2026-05-01T03:18:00Z,19.37,64.02,0.809,v1_fao_air_temp_rh,1
2026-05-01T03:19:00Z,19.13,65.16,0.772,v1_fao_air_temp_rh,1
2026-05-01T03:20:00Z,19.29,65.57,0.77,v1_fao_air_temp_rh,1
2026-05-01T03:21:00Z,19.31,64.0,0.806,v1_fao_air_temp_rh,1
2026-05-01T03:22:00Z,19.33,65.3,0.779,v1_fao_air_temp_rh,1
2026-05-01T03:23:00Z,19.36,66.78,0.746,v1_fao_air_temp_rh,1
2026-05-01T03:24:00Z,19.4,64.96,0.79,v1_fao_air_temp_rh,1
2026-05-01T03:25:00Z,19.29,64.53,0.794,v1_fao_air_temp_rh,1
2026-05-01T03:26:00Z,19.28,63.64,0.813,v1_fao_air_temp_rh,1
2026-05-01T03:27:00Z,19.04,65.08,0.769,v1_fao_air_temp_rh,1
2026-05-01T03:28:00Z,19.54,64.55,0.806,v1_fao_air_temp_rh,1
2026-05-01T03:29:00Z,19.34,65.17,0.782,v1_fao_air_temp_rh,1
2026-05-01T03:30:00Z,19.56,64.37,0.811,v1_fao_air_temp_rh,1
2026-05-01T03:31:00Z,19.31,63.44,0.819,v1_fao_air_temp_rh,1
2026-05-01T03:32:00Z,19.02,64.04,0.791,v1_fao_air_temp_rh,1
2026-05-01T03:33:00Z,19.12,63.45,0.809,v1_fao_air_temp_rh,1
2026-05-01T03:34:00Z,19.46,64.51,0.803,v1_fao_air_temp_rh,1
2026-05-01T03:35:00Z,19.22,64.22,0.797,v1_fao_air_temp_rh,1
2026-05-01T03:36:00Z,19.46,63.88,0.817,v1_fao_air_temp_rh,1
2026-05-01T03:37:00Z,19.57,64.2,0.815,v1_fao_air_temp_rh,1
2026-05-01T03:38:00Z,19.35,64.04,0.808,v1_fao_air_temp_rh,1
2026-05-01T03:39:00Z,19.6,64.8,0.803,v1_fao_air_temp_rh,1
2026-05-01T03:40:00Z,19.34,64.46,0.798,v1_fao_air_temp_rh,1
2026-05-01T03:41:00Z,19.16,65.23,0.772,v1_fao_air_temp_rh,1
2026-05-01T03:42:00Z,19.39,64.08,0.808,v1_fao_air_temp_rh,1
2026-05-01T03:43:00Z,19.16,63.86,0.802,v1_fao_air_temp_rh,1
2026-05-01T03:44:00Z,19.19,63.85,0.804,v1_fao_air_temp_rh,1
2026-05-01T03:45:00Z,19.37,63.4,0.823,v1_fao_air_temp_rh,1
2026-05-01T03:46:00Z,18.82,64.98,0.761,v1_fao_air_temp_rh,1
2026-05-01T03:47:00Z,19.52,63.58,0.826,v1_fao_air_temp_rh,1
2026-05-01T03:48:00Z,19.36,64.39,0.8,v1_fao_air_temp_rh,1
2026-05-01T03:49:00Z,19.64,63.72,0.829,v1_fao_air_temp_rh,1
2026-05-01T03:50:00Z,19.61,65.1,0.797,v1_fao_air_temp_rh,1
2026-05-01T03:51:00Z,19.18,63.83,0.804,v1_fao_air_temp_rh,1
2026-05-01T03:52:00Z,19.45,63.87,0.816,v1_fao_air_temp_rh,1
2026-05-01T03:53:00Z,19.21,65.29,0.773,v1_fao_air_temp_rh,1
2026-05-01T03:54:00Z,19.51,64.21,0.812,v1_fao_air_temp_rh,1
2026-05-01T03:55:00Z,19.19,65.45,0.768,v1_fao_air_temp_rh,1
2026-05-01T03:56:00Z,19.35,63.95,0.809,v1_fao_air_temp_rh,1
2026-05-01T03:57:00Z,19.53,63.9,0.82,v1_fao_air_temp_rh,1
2026-05-01T03:58:00Z,19.13,63.52,0.808,v1_fao_air_temp_rh,1
2026-05-01T03:59:00Z,19.27,63.04,0.826,v1_fao_air_temp_rh,1
2026-05-01T04:00:00Z,19.34,65.7,0.77,v1_fao_air_temp_rh,1
2026-05-01T04:01:00Z,19.51,64.09,0.815,v1_fao_air_temp_rh,1
2026-05-01T04:02:00Z,19.35,65.0,0.786,v1_fao_air_temp_rh,1
2026-05-01T04:03:00Z,19.38,64.67,0.795,v1_fao_air_temp_rh,1
2026-05-01T04:04:00Z,19.28,64.58,0.792,v1_fao_air_temp_rh,1
2026-05-01T04:05:00Z,19.33,63.64,0.816,v1_fao_air_temp_rh,1
2026-05-01T04:06:00Z,19.46,64.05,0.813,v1_fao_air_temp_rh,1
2026-05-01T04:07:00Z,19.11,63.94,0.798,v1_fao_air_temp_rh,1
2026-05-01T04:08:00Z,19.15,64.49,0.787,v1_fao_air_temp_rh,1
2026-05-01T04:09:00Z,19.38,63.67,0.818,v1_fao_air_temp_rh,1
2026-05-01T04:10:00Z,19.39,65.91,0.767,v1_fao_air_temp_rh,1
2026-05-01T04:11:00Z,19.54,63.22,0.836,v1_fao_air_temp_rh,1
2026-05-01T04:12:00Z,19.45,63.82,0.817,v1_fao_air_temp_rh,1
2026-05-01T04:13:00Z,19.33,63.28,0.824,v1_fao_air_temp_rh,1
2026-05-01T04:14:00Z,19.33,64.91,0.787,v1_fao_air_temp_rh,1
2026-05-01T04:15:00Z,19.33,64.54,0.795,v1_fao_air_temp_rh,1
2026-05-01T04:16:00Z,19.5,63.6,0.825,v1_fao_air_temp_rh,1
2026-05-01T04:17:00Z,19.27,63.21,0.822,v1_fao_air_temp_rh,1
2026-05-01T04:18:00Z,19.58,63.39,0.834,v1_fao_air_temp_rh,1
2026-05-01T04:19:00Z,19.69,64.58,0.813,v1_fao_air_temp_rh,1
2026-05-01T04:20:00Z,19.61,64.05,0.821,v1_fao_air_temp_rh,1
2026-05-01T04:21:00Z,19.72,65.04,0.804,v1_fao_air_temp_rh,1
2026-05-01T04:22:00Z,19.37,62.82,0.836,v1_fao_air_temp_rh,1
2026-05-01T04:23:00Z,19.62,65.5,0.788,v1_fao_air_temp_rh,1
2026-05-01T04:24:00Z,19.48,64.22,0.81,v1_fao_air_temp_rh,1
2026-05-01T04:25:00Z,19.48,63.0,0.838,v1_fao_air_temp_rh,1
2026-05-01T04:26:00Z,19.52,62.97,0.841,v1_fao_air_temp_rh,1
2026-05-01T04:27:00Z,19.16,63.19,0.817,v1_fao_air_temp_rh,1
2026-05-01T04:28:00Z,19.58,64.6,0.807,v1_fao_air_temp_rh,1
2026-05-01T04:29:00Z,19.56,63.23,0.836,v1_fao_air_temp_rh,1
2026-05-01T04:30:00Z,19.23,64.43,0.793,v1_fao_air_temp_rh,1
2026-05-01T04:31:00Z,19.65,63.35,0.839,v1_fao_air_temp_rh,1
2026-05-01T04:32:00Z,19.67,63.2,0.843,v1_fao_air_temp_rh,1
2026-05-01T04:33:00Z,20.02,62.79,0.871,v1_fao_air_temp_rh,1
2026-05-01T04:34:00Z,19.92,62.95,0.862,v1_fao_air_temp_rh,1
2026-05-01T04:35:00Z,19.47,63.59,0.824,v1_fao_air_temp_rh,1
2026-05-01T04:36:00Z,19.61,63.0,0.845,v1_fao_air_temp_rh,1
2026-05-01T04:37:00Z,19.84,63.96,0.834,v1_fao_air_temp_rh,1
2026-05-01T04:38:00Z,19.61,63.91,0.823,v1_fao_air_temp_rh,1
2026-05-01T04:39:00Z,19.88,63.46,0.848,v1_fao_air_temp_rh,1
2026-05-01T04:40:00Z,19.45,63.83,0.817,v1_fao_air_temp_rh,1
2026-05-01T04:41:00Z,19.76,63.06,0.851,v1_fao_air_temp_rh,1
2026-05-01T04:42:00Z,19.63,62.38,0.86,v1_fao_air_temp_rh,1
2026-05-01T04:43:00Z,19.57,62.9,0.845,v1_fao_air_temp_rh,1
2026-05-01T04:44:00Z,19.85,63.73,0.84,v1_fao_air_temp_rh,1
2026-05-01T04:45:00Z,19.74,63.79,0.833,v1_fao_air_temp_rh,1
2026-05-01T04:46:00Z,19.83,63.72,0.84,v1_fao_air_temp_rh,1
2026-05-01T04:47:00Z,19.84,63.53,0.845,v1_fao_air_temp_rh,1
2026-05-01T04:48:00Z,19.65,62.32,0.862,v1_fao_air_temp_rh,1
2026-05-01T04:49:00Z,19.71,61.29,0.889,v1_fao_air_temp_rh,1
2026-05-01T04:50:00Z,19.94,62.09,0.883,v1_fao_air_temp_rh,1
2026-05-01T04:51:00Z,19.58,62.65,0.851,v1_fao_air_temp_rh,1
2026-05-01T04:52:00Z,19.68,63.23,0.843,v1_fao_air_temp_rh,1
2026-05-01T04:53:00Z,19.35,62.89,0.834,v1_fao_air_temp_rh,1
2026-05-01T04:54:00Z,19.76,62.46,0.865,v1_fao_air_temp_rh,1
2026-05-01T04:55:00Z,19.97,63.47,0.853,v1_fao_air_temp_rh,1
2026-05-01T04:56:00Z,19.62,64.35,0.814,v1_fao_air_temp_rh,1
2026-05-01T04:57:00Z,19.64,63.62,0.832,v1_fao_air_temp_rh,1
2026-05-01T04:58:00Z,20.11,63.71,0.855,v1_fao_air_temp_rh,1
2026-05-01T04:59:00Z,19.23,63.1,0.822,v1_fao_air_temp_rh,1
2026-05-01T05:00:00Z,19.63,63.23,0.84,v1_fao_air_temp_rh,1
2026-05-01T05:01:00Z,19.63,64.06,0.821,v1_fao_air_temp_rh,1
2026-05-01T05:02:00Z,19.63,62.87,0.849,v1_fao_air_temp_rh,1
2026-05-01T05:03:00Z,19.7,64.03,0.826,v1_fao_air_temp_rh,1
2026-05-01T05:04:00Z,19.7,62.08,0.87,v1_fao_air_temp_rh,1
2026-05-01T05:05:00Z,19.85,64.44,0.824,v1_fao_air_temp_rh,1
2026-05-01T05:06:00Z,19.65,63.36,0.839,v1_fao_air_temp_rh,1
